country_id,indicator_id,year,value
AFG,WR,2014,52.24796448
AFG,WR,2015,55.08941606
AFG,WR,2016,57.97010093
AFG,WR,2017,60.89001909
AFG,WR,2018,63.84917053
AFG,WR,2019,66.84755526
AFG,WU,2008,68.65374491
AFG,WU,2009,70.86550402
AFG,WU,2010,73.09181642
AFG,WU,2011,75.33268209
AFG,WU,2012,77.58810104
AFG,WU,2013,79.85807328
AFG,WU,2014,82.14259879
AFG,WU,2015,84.44167759
AFG,WU,2016,86.75530967
AFG,WU,2017,89.08349502
AFG,WU,2018,91.42623366
AFG,WU,2019,93.78352558
AFW,CHE,2008,3.65487135
AFW,CHE,2009,3.774409592
AFW,CHE,2010,3.533436083
AFW,CHE,2011,3.509177809
AFW,CHE,2012,3.481156537
AFW,CHE,2013,3.609185149
AFW,CHE,2014,3.637259251
AFW,CHE,2015,3.8720409
AFW,CHE,2016,3.834696234
AFW,CHE,2017,3.742528582
AFW,CHE,2018,3.304624504
AFW,CHE,2019,3.328975401
AFW,GEM,2008,347.5222769
AFW,GEM,2009,383.6462802
AFW,GEM,2010,389.5468585
AFW,GEM,2011,408.3580219
AFW,GEM,2012,464.7075473
AFW,GEM,2013,467.8292212
AFW,GEM,2014,599.2749012
AFW,GEM,2015,616.3715223
AFW,GEM,2016,633.712016
AFW,GEM,2017,665.1129441
AFW,GEM,2018,696.5769414
AFW,GEM,2019,736.5825944
AFW,POP,2008,344586109.0
AFW,POP,2009,354343844.0
AFW,POP,2010,364358270.0
AFW,POP,2011,374790143.0
AFW,POP,2012,385360349.0
AFW,POP,2013,396030207.0
AFW,POP,2014,406992047.0
AFW,POP,2015,418127845.0
AFW,POP,2016,429454743.0
AFW,POP,2017,440882906.0
AFW,POP,2018,452195915.0
AFW,POP,2019,463365429.0
AFW,REN,2008,81.2111702741465
AFW,REN,2009,82.3902132632194
AFW,REN,2010,80.6878062215966
AFW,REN,2011,79.282287064176
AFW,REN,2012,78.4812300030604
AFW,REN,2013,76.7014987422216
AFW,REN,2014,75.7410088804396
AFW,REN,2015,76.181670524591
AFW,REN,2016,75.7968398295924
AFW,REN,2017,76.1016805879549
AFW,REN,2018,75.4765777368905
AFW,REN,2019,75.0787881678252
AFW,SR,2008,15.22513703
AFW,SR,2009,15.46992626
AFW,SR,2010,15.68223168
AFW,SR,2011,15.89116993
AFW,SR,2012,16.09866376
AFW,SR,2013,16.3032376
AFW,SR,2014,16.50383274
AFW,SR,2015,16.69895306
AFW,SR,2016,16.88900519
AFW,SR,2017,17.07702849
AFW,SR,2018,17.26169174
AFW,SR,2019,17.44476502
AFW,SU,2008,19.24322784
AFW,SU,2009,19.81474839
AFW,SU,2010,20.36878468
AFW,SU,2011,20.93482831
AFW,SU,2012,21.50824156
AFW,SU,2013,22.08660722
AFW,SU,2014,22.66504176
AFW,SU,2015,23.2446464
AFW,SU,2016,23.83123701
AFW,SU,2017,24.42173656
AFW,SU,2018,25.01366115
AFW,SU,2019,25.6071162
AFW,WR,2008,44.65416837
AFW,WR,2009,45.62642857
AFW,WR,2010,46.59891998
AFW,WR,2011,47.58167315
AFW,WR,2012,48.56387478
AFW,WR,2013,49.54461513
AFW,WR,2014,50.53152296
AFW,WR,2015,51.51902975
AFW,WR,2016,52.50059071
AFW,WR,2017,53.47876076
AFW,WR,2018,54.48040953
AFW,WR,2019,55.43817222
AFW,WU,2008,80.29694012
AFW,WU,2009,80.94949635
AFW,WU,2010,81.61380762
AFW,WU,2011,82.29869022
AFW,WU,2012,82.99515358
AFW,WU,2013,83.70389074
AFW,WU,2014,84.42092439
AFW,WU,2015,85.14809064
AFW,WU,2016,85.87737015
AFW,WU,2017,86.6125093
AFW,WU,2018,87.40084428
AFW,WU,2019,88.14706978
AGO,CHE,2008,3.32290339
AGO,CHE,2009,3.84260798
AGO,CHE,2010,2.69509959
AGO,CHE,2011,2.64560771
AGO,CHE,2012,2.39574957
AGO,CHE,2013,2.73282695
AGO,CHE,2014,2.43412876
AGO,CHE,2015,2.60579467
AGO,CHE,2016,2.71314979
AGO,CHE,2017,2.79383755
AGO,CHE,2018,2.59482241
AGO,CHE,2019,2.47518778
AGO,GEM,2008,101.1461
AGO,GEM,2009,102.8139
AGO,GEM,2010,109.7909
AGO,GEM,2011,139.0805
AGO,GEM,2012,141.0086
AGO,GEM,2013,145.6211
AGO,GEM,2014,147.7282
AGO,GEM,2015,152.1354
AGO,GEM,2016,149.3069
AGO,GEM,2017,143.8311
AGO,GEM,2018,139.9142
AGO,GEM,2019,140.3204
AGO,POP,2008,21578655.0
AGO,POP,2009,22414773.0
AGO,POP,2010,23294825.0
AGO,POP,2011,24218352.0
AGO,POP,2012,25177394.0
AGO,POP,2013,26165620.0
AGO,POP,2014,27160769.0
AGO,POP,2015,28157798.0
AGO,POP,2016,29183070.0
AGO,POP,2017,30234839.0
AGO,POP,2018,31297155.0
AGO,POP,2019,32375632.0
AGO,REN,2008,55.4
AGO,REN,2009,53.0
AGO,REN,2010,53.1
AGO,REN,2011,51.7
AGO,REN,2012,49.0
AGO,REN,2013,46.8
AGO,REN,2014,47.5
AGO,REN,2015,47.1
AGO,REN,2016,48.1
AGO,REN,2017,52.5
AGO,REN,2018,52.5
AGO,REN,2019,51.0
AGO,WR,2008,24.13806931
AGO,WR,2009,24.50816646
AGO,WR,2010,24.87757885
AGO,WR,2011,25.24630648
AGO,WR,2012,25.61434935
AGO,WR,2013,25.98170746
AGO,WR,2014,26.34838081
AGO,WR,2015,26.7143694
AGO,WR,2016,27.07967323
AGO,WR,2017,27.4442923
AGO,WR,2018,27.80822661
AGO,WR,2019,27.80822661
AGO,WU,2008,66.40211952
AGO,WU,2009,66.97013324
AGO,WU,2010,67.53061123
AGO,WU,2011,68.08355348
AGO,WU,2012,68.62896
AGO,WU,2013,69.16683077
AGO,WU,2014,69.69716582
AGO,WU,2015,70.21996512
AGO,WU,2016,70.73522869
AGO,WU,2017,71.24295652
AGO,WU,2018,71.74314862
AGO,WU,2019,71.74314862
ALB,CHE,2008,5.50900269
ALB,CHE,2009,5.82603931
ALB,CHE,2010,6.23667669
ALB,CHE,2011,6.18297672
ALB,CHE,2012,6.15746212
ALB,CHE,2013,6.28286266
ALB,CHE,2014,6.43451118
ALB,CHE,2015,6.46411896
ALB,CHE,2016,6.7293272
ALB,CHE,2017,6.57848787
ALB,CHE,2018,6.66844559
ALB,CHE,2019,6.86214113
ALB,GEM,2008,13.599
ALB,GEM,2009,13.5781
ALB,GEM,2010,9.6902
ALB,GEM,2011,12.8507
ALB,GEM,2012,13.513
ALB,GEM,2013,9.7694
ALB,GEM,2014,10.1243
ALB,GEM,2015,10.0117
ALB,GEM,2016,9.7021
ALB,GEM,2017,10.5097
ALB,GEM,2018,10.4984
ALB,GEM,2019,9.9642
ALB,POP,2008,2947314.0
ALB,POP,2009,2927519.0
ALB,POP,2010,2913021.0
ALB,POP,2011,2905195.0
ALB,POP,2012,2900401.0
ALB,POP,2013,2895092.0
ALB,POP,2014,2889104.0
ALB,POP,2015,2880703.0
ALB,POP,2016,2876101.0
ALB,POP,2017,2873457.0
ALB,POP,2018,2866376.0
ALB,POP,2019,2854191.0
ALB,REN,2008,35.8
ALB,REN,2009,37.1
ALB,REN,2010,37.0
ALB,REN,2011,35.8
ALB,REN,2012,39.9
ALB,REN,2013,41.1
ALB,REN,2014,38.6
ALB,REN,2015,38.5
ALB,REN,2016,39.4
ALB,REN,2017,36.9
ALB,REN,2018,37.8
ALB,REN,2019,40.1
ALB,SU,2008,26.38643635
ALB,SU,2009,26.71188048
ALB,SU,2010,27.03791243
ALB,SU,2011,27.36453221
ALB,SU,2012,27.69173981
ALB,SU,2013,29.75528922
ALB,SU,2014,31.85502516
ALB,SU,2015,33.99030755
ALB,SU,2016,36.16049346
ALB,SU,2017,38.36493709
ALB,SU,2018,40.60298977
ALB,SU,2019,42.87399996
ALB,WR,2008,85.83023508
ALB,WR,2009,86.51176378
ALB,WR,2010,87.1945467
ALB,WR,2011,87.87858383
ALB,WR,2012,88.5638752
ALB,WR,2013,89.25042078
ALB,WR,2014,89.93822058
ALB,WR,2015,90.62727461
ALB,WR,2016,91.31758285
ALB,WR,2017,92.00914532
ALB,WR,2018,92.70196201
ALB,WR,2019,93.39603293
ALB,WU,2008,95.12373941
ALB,WU,2009,95.1707211
ALB,WU,2010,95.21734354
ALB,WU,2011,95.26360672
ALB,WU,2012,95.30951066
ALB,WU,2013,95.35505535
ALB,WU,2014,95.40024078
ALB,WU,2015,95.44506696
ALB,WU,2016,95.4895339
ALB,WU,2017,95.53364158
ALB,WU,2018,95.57739001
ALB,WU,2019,95.62077919
AND,CHE,2008,5.67066383
AND,CHE,2009,6.08094168
AND,CHE,2010,7.67537737
AND,CHE,2011,7.62060833
AND,CHE,2012,6.71083689
AND,CHE,2013,6.79964209
AND,CHE,2014,6.77308035
AND,CHE,2015,6.91586447
AND,CHE,2016,6.90521765
AND,CHE,2017,7.07142639
AND,CHE,2018,7.37541723
AND,CHE,2019,7.323246
AND,POP,2008,83495.0
AND,POP,2009,83888.0
AND,POP,2010,80706.0
AND,POP,2011,77783.0
AND,POP,2012,76834.0
AND,POP,2013,75194.0
AND,POP,2014,73737.0
AND,POP,2015,72174.0
AND,POP,2016,72181.0
AND,POP,2017,73763.0
AND,POP,2018,75162.0
AND,POP,2019,76474.0
AND,REN,2008,17.0
AND,REN,2009,17.1
AND,REN,2010,18.7
AND,REN,2011,18.6
AND,REN,2012,18.8
AND,REN,2013,19.1
AND,REN,2014,19.4
AND,REN,2015,19.0
AND,REN,2016,18.9
AND,REN,2017,18.0
AND,REN,2018,17.6
AND,REN,2019,17.2
AND,SR,2008,66.05989075
AND,SR,2009,70.6535993
AND,SR,2010,75.24730784
AND,SR,2011,79.84101639
AND,SR,2012,84.43472493
AND,SR,2013,89.02843348
AND,SR,2014,93.62214202
AND,SR,2015,98.21585057
AND,SR,2016,100.0
AND,SR,2017,100.0
AND,SR,2018,100.0
AND,SR,2019,100.0
AND,SU,2008,66.05989075
AND,SU,2009,70.6535993
AND,SU,2010,75.24730784
AND,SU,2011,79.84101639
AND,SU,2012,84.43472493
AND,SU,2013,89.02843348
AND,SU,2014,93.62214202
AND,SU,2015,98.21585057
AND,SU,2016,100.0
AND,SU,2017,100.0
AND,SU,2018,100.0
AND,SU,2019,100.0
AND,WR,2008,100.0
AND,WR,2009,100.0
AND,WR,2010,100.0
AND,WR,2011,100.0
AND,WR,2012,100.0
AND,WR,2013,100.0
AND,WR,2014,100.0
AND,WR,2015,100.0
AND,WR,2016,100.0
AND,WR,2017,100.0
AND,WR,2018,100.0
AND,WR,2019,100.0
AND,WU,2008,100.0
AND,WU,2009,100.0
AND,WU,2010,100.0
AND,WU,2011,100.0
AND,WU,2012,100.0
AND,WU,2013,100.0
AND,WU,2014,100.0
AND,WU,2015,100.0
AND,WU,2016,100.0
AND,WU,2017,100.0
AND,WU,2018,100.0
AND,WU,2019,100.0
ARB,CHE,2008,3.37084066
ARB,CHE,2009,4.297858132
ARB,CHE,2010,3.89077746
ARB,CHE,2011,3.804713568
ARB,CHE,2012,3.904263541
ARB,CHE,2013,4.164114306
ARB,CHE,2014,4.48885413
ARB,CHE,2015,4.980510296
ARB,CHE,2016,5.259833892
ARB,CHE,2017,5.13032434
ARB,CHE,2018,4.849596872
ARB,CHE,2019,4.955844292
ARB,GEM,2008,1547.062183
ARB,GEM,2009,1570.274194
ARB,GEM,2010,1638.181854
ARB,GEM,2011,1682.779755
ARB,GEM,2012,1746.237526
ARB,GEM,2013,1770.644587
ARB,GEM,2014,1834.856148
ARB,GEM,2015,1880.694358
ARB,GEM,2016,1896.084898
ARB,GEM,2017,1897.841048
ARB,GEM,2018,1886.855968
ARB,GEM,2019,1921.463168
ARB,POP,2008,347684619.0
ARB,POP,2009,356386673.0
ARB,POP,2010,363568534.0
ARB,POP,2011,372054934.0
ARB,POP,2012,381030177.0
ARB,POP,2013,390954281.0
ARB,POP,2014,400231008.0
ARB,POP,2015,410190679.0
ARB,POP,2016,419808341.0
ARB,POP,2017,428315886.0
ARB,POP,2018,435998060.0
ARB,POP,2019,444281315.0
ARB,REN,2008,5.13130870182265
ARB,REN,2009,5.05522238152558
ARB,REN,2010,4.83562159152557
ARB,REN,2011,4.65946283874801
ARB,REN,2012,4.44428218260031
ARB,REN,2013,4.48323739439238
ARB,REN,2014,4.35137245136187
ARB,REN,2015,4.21496941236506
ARB,REN,2016,4.29077756155343
ARB,REN,2017,4.3581617981618
ARB,REN,2018,4.50425823426351
ARB,REN,2019,4.70633158020559
ARB,SU,2008,61.89013333
ARB,SU,2009,62.23788166
ARB,SU,2010,62.42950405
ARB,SU,2011,62.78444379
ARB,SU,2012,63.07711422
ARB,SU,2013,63.51482999
ARB,SU,2014,63.97298298
ARB,SU,2015,64.58664513
ARB,SU,2016,65.11311976
ARB,SU,2017,65.52020255
ARB,SU,2018,65.85946698
ARB,SU,2019,66.21004775
ARB,WR,2008,69.69079877
ARB,WR,2009,70.43684773
ARB,WR,2010,71.17154086
ARB,WR,2011,72.05267358
ARB,WR,2012,72.90382063
ARB,WR,2013,73.67756064
ARB,WR,2014,74.39783916
ARB,WR,2015,75.12055635
ARB,WR,2016,75.84789091
ARB,WR,2017,76.53496326
ARB,WR,2018,77.20744949
ARB,WR,2019,77.91614047
ARB,WU,2008,92.62306529
ARB,WU,2009,92.74670069
ARB,WU,2010,92.87048629
ARB,WU,2011,93.01835053
ARB,WU,2012,93.18682024
ARB,WU,2013,93.34015901
ARB,WU,2014,93.48988313
ARB,WU,2015,94.17179514
ARB,WU,2016,94.29800792
ARB,WU,2017,94.39364826
ARB,WU,2018,94.6334131
ARB,WU,2019,94.7294893
ARE,CHE,2008,2.92857623
ARE,CHE,2009,4.05000162
ARE,CHE,2010,3.74433136
ARE,CHE,2011,3.56666398
ARE,CHE,2012,3.33596373
ARE,CHE,2013,3.50222182
ARE,CHE,2014,3.53405499
ARE,CHE,2015,3.46609354
ARE,CHE,2016,3.89580107
ARE,CHE,2017,4.00854969
ARE,CHE,2018,4.09854221
ARE,CHE,2019,4.40291262
ARE,GEM,2008,199.3392
ARE,GEM,2009,200.4458
ARE,GEM,2010,208.6393
ARE,GEM,2011,216.3315
ARE,GEM,2012,225.6686
ARE,GEM,2013,237.3874
ARE,GEM,2014,240.78
ARE,GEM,2015,252.9158
ARE,GEM,2016,260.9196
ARE,GEM,2017,253.0434
ARE,GEM,2018,237.4897
ARE,GEM,2019,250.5169
ARE,POP,2008,6302664.0
ARE,POP,2009,6707058.0
ARE,POP,2010,6869838.0
ARE,POP,2011,7104538.0
ARE,POP,2012,7391448.0
ARE,POP,2013,7693031.0
ARE,POP,2014,8059440.0
ARE,POP,2015,8505237.0
ARE,POP,2016,8935095.0
ARE,POP,2017,9223225.0
ARE,POP,2018,9346701.0
ARE,POP,2019,9445785.0
ARE,REN,2008,0.1
ARE,REN,2009,0.1
ARE,REN,2010,0.1
ARE,REN,2011,0.1
ARE,REN,2012,0.1
ARE,REN,2013,0.1
ARE,REN,2014,0.1
ARE,REN,2015,0.1
ARE,REN,2016,0.1
ARE,REN,2017,0.2
ARE,REN,2018,0.3
ARE,REN,2019,0.7
ARE,SR,2008,98.49185054
ARE,SR,2009,98.49185054
ARE,SR,2010,98.49185054
ARE,SR,2011,98.4943142
ARE,SR,2012,98.49677787
ARE,SR,2013,98.49924153
ARE,SR,2014,98.5017052
ARE,SR,2015,98.50416886
ARE,SR,2016,98.50663253
ARE,SR,2017,98.50909619
ARE,SR,2018,98.51155986
ARE,SR,2019,98.51402353
ARE,SU,2008,98.42777207
ARE,SU,2009,98.42777207
ARE,SU,2010,98.42777207
ARE,SU,2011,98.43033628
ARE,SU,2012,98.43290049
ARE,SU,2013,98.43546471
ARE,SU,2014,98.43802892
ARE,SU,2015,98.44059314
ARE,SU,2016,98.44315735
ARE,SU,2017,98.44572156
ARE,SU,2018,98.44828578
ARE,SU,2019,98.45084999
ARE,WR,2008,99.99333667
ARE,WR,2009,99.994004
ARE,WR,2010,99.99467133
ARE,WR,2011,99.99533867
ARE,WR,2012,99.996006
ARE,WR,2013,99.99667333
ARE,WR,2014,99.99734067
ARE,WR,2015,99.998008
ARE,WR,2016,99.99867533
ARE,WR,2017,99.99934267
ARE,WR,2018,100.0
ARE,WR,2019,100.0
ARE,WU,2008,99.72
ARE,WU,2009,99.748
ARE,WU,2010,99.776
ARE,WU,2011,99.804
ARE,WU,2012,99.832
ARE,WU,2013,99.86
ARE,WU,2014,99.888
ARE,WU,2015,99.916
ARE,WU,2016,99.944
ARE,WU,2017,99.972
ARE,WU,2018,100.0
ARE,WU,2019,100.0
ARG,CHE,2008,8.1826973
ARG,CHE,2009,9.45599556
ARG,CHE,2010,9.44546413
ARG,CHE,2011,9.41819859
ARG,CHE,2012,9.82726669
ARG,CHE,2013,9.78097916
ARG,CHE,2014,9.67129993
ARG,CHE,2015,10.22933674
ARG,CHE,2016,9.85558891
ARG,CHE,2017,10.23174763
ARG,CHE,2018,10.29146862
ARG,CHE,2019,10.1555109
ARG,GEM,2008,444.2596
ARG,GEM,2009,397.5928
ARG,GEM,2010,406.6064
ARG,GEM,2011,390.8341
ARG,GEM,2012,435.7877
ARG,GEM,2013,438.7281
ARG,GEM,2014,409.797
ARG,GEM,2015,395.1031
ARG,GEM,2016,390.9239
ARG,GEM,2017,400.5889
ARG,GEM,2018,401.1314
ARG,GEM,2019,368.7133
ARG,POP,2008,40424148.0
ARG,POP,2009,40854831.0
ARG,POP,2010,41288694.0
ARG,POP,2011,41730660.0
ARG,POP,2012,42161721.0
ARG,POP,2013,42582455.0
ARG,POP,2014,43024071.0
ARG,POP,2015,43477012.0
ARG,POP,2016,43900313.0
ARG,POP,2017,44288894.0
ARG,POP,2018,44654882.0
ARG,POP,2019,44973465.0
ARG,REN,2008,7.7
ARG,REN,2009,8.6
ARG,REN,2010,8.8
ARG,REN,2011,8.8
ARG,REN,2012,8.6
ARG,REN,2013,8.9
ARG,REN,2014,9.8
ARG,REN,2015,9.4
ARG,REN,2016,9.4
ARG,REN,2017,10.4
ARG,REN,2018,10.5
ARG,REN,2019,10.7
ARG,SU,2008,45.2267775
ARG,SU,2009,45.33317144
ARG,SU,2010,45.43969024
ARG,SU,2011,45.54633391
ARG,SU,2012,45.65310243
ARG,SU,2013,45.75999582
ARG,SU,2014,45.86701407
ARG,SU,2015,45.97415718
ARG,SU,2016,46.08142515
ARG,SU,2017,46.18881798
ARG,SU,2018,46.29633567
ARG,SU,2019,46.25992798
ARG,WR,2008,87.45733387
ARG,WR,2009,88.83891541
ARG,WR,2010,90.22049696
ARG,WR,2011,91.6020785
ARG,WR,2012,92.98366005
ARG,WR,2013,92.98366005
ARG,WR,2014,92.98366005
ARG,WR,2015,92.98366005
ARG,WR,2016,92.98366005
ARG,WR,2017,92.98366005
ARG,WR,2018,92.98366005
ARG,WR,2019,92.98366005
ARG,WU,2008,99.15019202
ARG,WU,2009,99.20578546
ARG,WU,2010,99.26137889
ARG,WU,2011,99.31697233
ARG,WU,2012,99.37256577
ARG,WU,2013,99.4281592
ARG,WU,2014,99.48375264
ARG,WU,2015,99.53934608
ARG,WU,2016,99.59493951
ARG,WU,2017,99.65053295
ARG,WU,2018,99.70612639
ARG,WU,2019,99.76171982
ARM,CHE,2008,6.63976622
ARM,CHE,2009,8.44377708
ARM,CHE,2010,9.23538303
ARM,CHE,2011,9.37588882
ARM,CHE,2012,9.13455009
ARM,CHE,2013,10.32345009
ARM,CHE,2014,10.17827892
ARM,CHE,2015,10.11762714
ARM,CHE,2016,9.95194912
ARM,CHE,2017,10.36270332
ARM,CHE,2018,10.00543404
ARM,CHE,2019,11.3798008
ARM,GEM,2008,8.0438
ARM,GEM,2009,6.7661
ARM,GEM,2010,6.5138
ARM,GEM,2011,7.1451
ARM,GEM,2012,8.0378
ARM,GEM,2013,8.063
ARM,GEM,2014,8.416
ARM,GEM,2015,8.345
ARM,GEM,2016,8.1698
ARM,GEM,2017,8.3975
ARM,GEM,2018,8.5245
ARM,GEM,2019,9.0009
ARM,POP,2008,3087100.0
ARM,POP,2009,3066000.0
ARM,POP,2010,3044800.0
ARM,POP,2011,3027900.0
ARM,POP,2012,3024100.0
ARM,POP,2013,3022000.0
ARM,POP,2014,3013800.0
ARM,POP,2015,3004600.0
ARM,POP,2016,2992300.0
ARM,POP,2017,2979400.0
ARM,POP,2018,2969000.0
ARM,POP,2019,2962500.0
ARM,REN,2008,6.4
ARM,REN,2009,7.8
ARM,REN,2010,9.4
ARM,REN,2011,8.0
ARM,REN,2012,6.6
ARM,REN,2013,6.8
ARM,REN,2014,7.1
ARM,REN,2015,10.7
ARM,REN,2016,13.2
ARM,REN,2017,12.6
ARM,REN,2018,11.1
ARM,REN,2019,10.3
ARM,SU,2008,3.755355411
ARM,SU,2009,3.387533446
ARM,SU,2010,3.017205917
ARM,SU,2011,2.644372825
ARM,SU,2012,2.26903417
ARM,SU,2013,1.891189951
ARM,SU,2014,1.510840168
ARM,SU,2015,1.127984822
ARM,SU,2016,0.741595536
ARM,SU,2017,0.353128933
ARM,SU,2018,0.059991733
ARM,SU,2019,0.0
ARM,WR,2008,94.43332921
ARM,WR,2009,95.11270487
ARM,WR,2010,95.79450856
ARM,WR,2011,96.4787403
ARM,WR,2012,97.16540009
ARM,WR,2013,97.85448791
ARM,WR,2014,98.54600378
ARM,WR,2015,99.05152573
ARM,WR,2016,99.02824675
ARM,WR,2017,99.00514894
ARM,WR,2018,100.0
ARM,WR,2019,100.0
ARM,WU,2008,99.34085848
ARM,WU,2009,99.41540785
ARM,WU,2010,99.48997997
ARM,WU,2011,99.56457485
ARM,WU,2012,99.63919249
ARM,WU,2013,99.71383288
ARM,WU,2014,99.78011143
ARM,WU,2015,99.80136501
ARM,WU,2016,99.82261858
ARM,WU,2017,99.84387215
ARM,WU,2018,99.86512573
ARM,WU,2019,99.8863793
ASM,POP,2008,55828.0
ASM,POP,2009,55528.0
ASM,POP,2010,55228.0
ASM,POP,2011,54895.0
ASM,POP,2012,54489.0
ASM,POP,2013,54006.0
ASM,POP,2014,53466.0
ASM,POP,2015,52878.0
ASM,POP,2016,52245.0
