Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;7/10/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Jordan;JOR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,8031;19,0284;19,9561;20,6197;22,2115;23,8651;24,239;25,3383;25,0051;25,5262;25,2318;26,033;29,8274;29,5536;31,7062;31,7433;31,9214;33,4644;32,5023;31,2398;29,3924;30,5699;30,9014;32,4857;
Japan;JPN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1299,229;1276,3873;1302,6964;1296,5497;1289,3168;1302,8803;1279,4261;1318,7395;1252,3167;1186,4518;1245,1176;1295,7771;1329,1214;1352,354;1305,9401;1269,2179;1271,6045;1253,8255;1214,112;1179,4737;1109,8127;1123,7526;1055,1353;990,305;
Kazakhstan;KAZ;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;210,8917;210,1626;225,7024;245,1755;265,9057;287,0931;319,6351;329,1407;371,6295;339,0234;355,7094;364,771;351,102;358,5015;309,0103;280,993;297,036;317,4607;324,8546;310,4081;316,4057;327,7902;324,8636;324,2965;
Kenya;KEN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,5262;43,4803;47,096;49,647;55,2392;58,9374;59,8269;81,2658;87,661;88,2504;93,4862;93,8573;92,2279;92,5459;98,739;104,4778;114,2926;114,8963;116,8271;131,6723;148,8783;146,8139;151,1328;154,8232;
Kyrgyz Republic;KGZ;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5423;-0,2789;0,8094;1,4944;1,4378;1,5334;1,3946;2,7459;4,1343;4,0175;3,7399;5,7752;7,9593;7,8561;8,7452;9,2071;8,9578;9,3127;11,4349;10,5005;9,6385;11,0235;11,0568;11,3312;
Cambodia;KHM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,7219;50,4326;50,6199;52,583;52,1834;54,3623;55,8896;56,9796;57,7263;59,1441;59,6693;164,8715;164,5411;164,3848;166,1721;78,0215;80,6017;71,9033;72,7595;76,2738;77,011;78,6625;78,1007;79,2764;
Kiribati;KIR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Kitts and Nevis;KNA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,0429;-0,0415;-0,034;-0,0314;-0,0247;-0,0303;-0,0245;-0,0159;-0,0104;-0,0002;0,0081;-0,0132;-0,0192;-0,0079;-0,0024;0,0034;0,013;0,0055;0,0113;0,0283;0,0046;0,0213;0,0285;0,0375;
Korea, Rep.;KOR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479,8264;484,8855;493,7577;496,2466;516,9222;518,951;525,1267;538,5469;545,5651;555,0892;609,8295;640,5436;651,3187;652,8324;647,7232;664,6606;680,4987;694,7681;699,5548;680,592;647,5057;668,9221;626,724;612,2452;
Kuwait;KWT;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88,1903;90,0424;93,2565;103,5877;108,4403;120,1349;123,5856;119,6628;124,3505;122,8749;126,1048;133,2103;137,2913;139,7673;138,1467;142,6938;147,6354;145,3631;148,9021;150,3815;149,1673;157,9345;165,5153;168,0497;
Latin America & Caribbean (excluding high income);LAC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3515,825996;3458,295838;3707,267399;4840,180734;5121,520246;4139,614043;3870,706356;3605,100579;3719,542453;3032,67586;3054,626553;3189,915633;3135,849604;3382,278768;3221,067041;3315,105996;3378,474397;3364,749427;3326,839123;3345,144183;3299,005493;3460,775293;3500,858393;;
Lao PDR;LAO;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-25,3751;-24,97;-24,6877;-24,357;-23,8618;-24,0423;-23,4551;-22,9418;-22,2556;-21,2623;-20,3818;-8,8372;3,7603;15,8947;28,406;33,4048;41,0692;44,4237;44,9839;44,7024;45,4862;49,8008;51,082;53,0632;
Lebanon;LBN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,1035;16,5243;16,6373;16,8891;17,3005;17,3094;16,9618;15,82;19,2854;22,7155;21,8376;22,4064;25,1895;25,049;27,1761;29,4268;30,6788;32,3909;30,7766;30,5588;25,5655;20,6823;20,716;21,4211;
Liberia;LBR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18,4178;-18,3723;-18,3174;-18,2347;-18,1276;-17,9015;-17,6315;-17,7468;-17,7562;-17,6106;-17,323;-17,1795;-17,0408;-17,081;-16,7386;-16,6361;-16,4964;-16,6861;-16,4887;-16,2881;-16,1482;-16,0888;-15,9397;-15,9716;
Libya;LBY;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Lucia;LCA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0916;0,08;0,0642;0,0743;0,0654;0,0196;0,057;0,0765;0,0839;0,08;0,2116;0,1151;0,0757;0,0332;-0,0125;0,0359;-0,0743;-0,1894;0,0955;0,2263;0,17;0,2001;0,2054;0,2247;
Latin America & Caribbean;LCN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3629,308124;3575,794975;3837,000176;4957,304163;5262,402775;4299,166628;4040,411068;3796,274118;3930,185148;3234,662075;3255,11265;3393,033218;3380,888021;3621,887249;3456,278528;3544,622834;3575,886972;3624,455201;3510,310359;3522,907382;3406,343674;3570,503676;3621,303776;;
Least developed countries: UN classification;LDC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;994,2490774;1040,38702;1090,317586;1150,901938;1202,493466;1269,396301;1315,714622;1364,867966;1433,790513;1531,996145;1563,895198;1824,184272;1922,901229;1969,324214;2136,384482;1572,158431;1642,164027;1700,480002;1721,349164;1759,297236;1760,422436;1812,939536;1846,549636;;
Low income;LIC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;561,6849287;578,1598951;592,4271615;630,811728;658,8714944;709,6903608;733,3778272;745,4664936;783,87046;843,3138314;833,4448277;908,8542151;940,2465055;909,8653284;1021,882335;494,7472365;522,9417869;585,6525587;599,5197343;621,4519056;613,5684056;626,4004056;643,9336056;;
Liechtenstein;LIE;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,9074;2,537;5,5828;7,5887;7,6531;10,4986;8,9457;10,4998;12,122;10,7483;12,6363;14,9814;16,9379;14,6874;15,4171;20,01;22,5834;19,7544;20,5211;21,7774;21,3127;22,0896;19,1895;19,9199;
Lower middle income;LMC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3880,340588;3955,521328;3974,071437;4101,181853;4258,969577;4399,390991;4519,602428;4736,352969;4881,925984;5044,415134;5261,381896;5658,140686;5745,566228;5853,864678;6211,35761;6246,097392;6395,09428;6634,542369;6781,863166;6843,810197;6644,413203;6977,125533;7187,170833;;
Low & middle income;LMY;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15742,15948;15382,40699;16293,39877;18319,3568;20162,68634;20441,73779;21954,3389;21787,26716;22319,45262;22644,09521;23418,51101;25253,96708;26082,06179;26793,85902;27590,19384;27575,4519;26795,50896;27383,27126;28490,51961;29188,08966;29005,43468;30338,1005;30621,9542;;
Lesotho;LSO;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,1988;10,2084;10,0734;10,1084;10,1045;10,8492;10,4981;10,4116;9,9346;9,8365;10,2721;10,3027;10,3613;10,2505;10,2428;10,1891;10,2115;10,4024;10,2344;10,1374;9,9188;10,0169;10,1427;10,0919;
Late-demographic dividend;LTE;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9869,115983;9979,94685;10532,24816;12486,47581;13724,20322;13720,90599;14236,3272;14571,44017;14927,16274;14564,83508;15603,49976;16838,15249;17062,39293;17825,42839;17734,80662;17730,55315;17718,29414;18140,08085;18832,09687;19383,03769;19439,67703;20495,1069;20573,2285;;
Lithuania;LTU;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,2032;11,0438;12,431;13,1856;14,5126;16,3537;17,1178;17,5872;17,7183;13,8539;11,5692;12,4791;13,4138;12,6059;13,5847;15,3819;15,7149;16,7289;17,5284;17,4121;17,048;16,6117;14,5158;14,9538;
Luxembourg;LUX;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,1789;9,7348;10,3979;10,8254;12,2069;12,4738;12,3629;11,8741;11,7363;11,1184;11,9804;11,7276;11,3882;10,6928;10,2674;9,7809;9,4286;9,6669;10,0701;10,098;8,2893;8,5019;7,3785;7,1828;
Latvia;LVA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,8826;-3,2619;-1,5008;-0,7172;3,2027;4,0639;3,9372;4,9317;3,9185;6,6187;9,4598;8,5542;7,1659;8,2193;12,0362;11,0214;9,1853;7,57;10,5469;8,6484;10,7706;12,4087;15,3264;14,1842;
Macao SAR, China;MAC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Martin (French part);MAF;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54,4083;58,2422;59,8184;60,3682;66,2481;68,352;69,7739;70,7034;74,384;74,4095;78,3407;83,9063;86,8371;87,8341;89,4451;91,7444;92,1438;96,0296;97,9895;105,206;101,179;107,5902;105,7223;105,8734;
Monaco;MCO;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova;MDA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,4513;7,9978;8,1414;8,7998;8,635;9,2602;8,9512;8,6227;8,6015;8,823;9,971;10,2388;9,8497;9,4266;10,3475;10,1865;10,7236;10,7011;11,5529;12,4703;12,1383;13,1004;13,2131;13,8008;
Madagascar;MDG;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,1912;58,2286;56,4485;57,4549;58,0124;60,4317;60,7074;61,2772;61,7591;62,0678;62,6423;62,7784;64,0475;63,4661;64,9979;65,3663;65,4289;65,9391;64,6589;66,6148;66,0711;67,3558;67,637;67,4931;
Maldives;MDV;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middle East, North Africa, Afghanistan & Pakistan;MEA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1903,490268;1925,951524;1972,398381;2098,846783;2188,783583;2314,980659;2440,112507;2527,00974;2637,35481;2690,024822;2767,872491;2836,502065;2895,629754;2944,160829;3039,492691;3090,233511;3177,733562;3232,553678;3199,060639;3249,503137;3259,017588;3381,032148;3457,637848;;
Mexico;MEX;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;348,1592;347,7055;357,0114;384,2782;396,994;422,0226;446,7243;462,0552;471,3411;462,7237;482,9516;494,727;510,8975;502,3531;490,4862;499,3551;518,0219;504,6868;491,2917;496,2338;441,9399;468,6118;485,6031;510,1611;
Marshall Islands;MHL;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middle income;MIC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15180,47455;14804,2471;15700,97161;17688,54507;19503,81485;19732,04743;21220,96107;21041,80066;21535,58216;21800,78138;22585,06619;24345,11286;25141,81528;25883,9937;26568,3115;27080,70466;26272,56718;26797,6187;27890,99988;28566,63776;28391,86627;29711,7001;29978,0206;;
North Macedonia;MKD;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,9115;10,0178;9,4678;10,237;10,3997;10,8597;10,5624;11,3233;11,1679;10,778;10,8017;11,8282;11,0825;10,0772;9,4744;8,6618;7,9651;8,0158;7,1524;7,8236;8,793;8,8804;9,6413;10,01;
Mali;MLI;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-242,9938;-242,028;-241,0745;-240,1415;-239,5052;-238,4165;-238,2145;-236,8891;-231,4635;-187,8029;-218,449;-244,4198;-212,6909;-228,7853;-123,7083;-121,6957;-118,279;-115,8092;-113,9452;-112,7217;-111,5425;-109,6092;-110,2008;-109,5719;
Malta;MLT;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,3342;2,7089;2,557;2,8558;2,8264;2,8858;2,9511;3,0349;3,0795;2,8824;2,9755;2,9872;3,0731;2,7364;2,7311;2,0489;1,7575;1,9594;1,9429;2,0437;1,9865;1,986;2,1125;2,0343;
Myanmar;MMR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137,5556;137,9414;139,7239;145,148;147,8954;152,9999;157,042;158,7775;157,2048;157,4275;158,9384;157,5705;159,1883;162,2756;167,394;170,7831;176,2651;192,2867;168,5572;168,6909;170,0445;168,1151;167,2426;163,9823;
Middle East, North Africa, Afghanistan & Pakistan (excluding high income);MNA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1254,55453;1249,89099;1271,96862;1352,12482;1409,28197;1487,34443;1573,4129;1627,94622;1664,7388;1699,18424;1714,49683;1736,46033;1735,50584;1764,99092;1815,8832;1814,97371;1884,70045;1954,3302;1952,27842;1979,87592;2001,85412;2088,82492;2109,87192;;
Montenegro;MNE;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongolia;MNG;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,9952;-4,7152;-7,3138;-8,4852;-9,0595;-5,0122;-1,8115;0,8258;1,7014;5,0097;7,9909;13,4826;14,6132;17,0002;20,135;17,9955;25,9645;33,1224;36,4089;41,58;35,3583;37,1211;36,7066;53,5321;
Northern Mariana Islands;MNP;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-13,7535;-3,189;7,5113;17,8742;28,3545;39,5325;42,2717;45,8251;48,3771;50,4778;54,3022;60,5709;65,0498;60,5658;55,8744;57,3318;61,3083;63,8169;66,921;64,1921;62,2343;65,6424;68,1532;67,675;
Mauritania;MRT;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,517;8,8702;9,2669;9,5236;9,5055;9,7236;10,3695;10,0953;9,8799;10,4081;10,627;11,01;11,5359;11,564;12,225;12,5613;12,4629;13,6572;13,961;14,7888;15,1147;15,2444;15,5486;15,6193;
Mauritius;MUS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,7854;2,9336;2,9355;3,0049;3,0565;3,2859;4,0514;4,1841;4,3049;4,404;4,6066;4,617;4,7324;4,8827;5,0958;3,8223;4,1149;4,5398;4,5537;4,6371;4,2979;4,5816;4,697;4,921;
Malawi;MWI;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,5744;7,5271;7,5636;7,7521;7,7993;8,3816;8,8361;9,4491;10,0032;10,1763;10,8778;12,4768;12,7575;12,4248;12,6951;12,9714;13,3241;14,1907;15,3822;16,7964;16,736;17,8651;18,0375;19,1521;
Malaysia;MYS;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-20,9347;-56,3967;-62,5098;-48,8672;-23,1073;21,1935;-10,0958;56,2463;18,6004;55,8002;66,5154;16,6659;38,8713;34,4015;68,4051;91,5135;69,3594;43,6581;96,4754;77,8635;46,785;76,7835;92,7855;102,4028;
North America;NAC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6972,742318;6871,815792;6790,720458;6853,997275;7037,053089;7014,212794;6856,862732;7015,894813;6825,35117;6328,943178;6607,517242;6385,050411;6135,002439;6323,395317;6341,391142;6331,403432;6070,534041;6062,325041;6289,717264;6212,523836;5516,776825;5875,708908;5941,251108;;
Namibia;NAM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-89,9819;-89,4094;-94,3597;-94,5315;-96,1889;-92,1364;-89,9768;-87,1566;-94,8605;-83,0282;-87,2336;-84,1667;-81,9337;-100,2583;-96,6256;-98,581;-102,2547;-99,4177;-106,3383;-104,5038;-96,4014;-96,3947;-97,9273;-97,8199;
New Caledonia;NCL;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;NER;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6967;1,7668;2,8277;3,9469;5,0853;6,1266;7,1597;8,3378;9,5519;10,9351;11,0802;12,2301;14,3534;16,0647;17,7189;19,1263;20,8364;22,4126;24,3514;26,4848;28,1538;30,1379;31,9169;33,3339;
Nigeria;NGA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;613,9943;626,1465;579,3075;621,4753;619,5099;619,352;600,1856;601,2746;600,6064;575,9948;611,0004;644,6167;663,132;663,9371;680,1455;678,3276;675,2692;684,0739;698,4745;715,1392;590,8922;597,7885;605,7614;610,7118;
Nicaragua;NIC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,4962;24,0025;24,5525;25,5626;25,751;26,0828;26,7491;27,0538;26,9813;27,1132;27,5883;28,6872;29,2649;29,408;30,213;31,5069;31,8258;31,9218;31,4324;31,9596;31,8608;32,4754;32,9364;33,3491;
Netherlands;NLD;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;228,8431;228,3541;227,2224;229,0953;231,7097;225,2703;221,5262;222,0481;217,8518;211,7771;223,1044;210,2541;207,2046;204,5378;197,3269;205,5923;207,3577;202,8094;196,4565;190,427;173,1332;177,4077;163,9473;153,8603;
Norway;NOR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,4723;35,741;33,5255;38,2512;38,6562;34,0634;39,8665;39,6426;36,3419;34,6376;36,5099;35,6588;34,8066;38,9308;41,0164;45,7872;46,5743;44,2688;46,9022;49,5501;41,1763;47,3316;48,2576;41,1566;
Nepal;NPL;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,0667;18,7986;18,4071;19,4375;19,0145;19,769;18,8512;20,2264;21,0745;22,1777;23,5666;24,9918;25,2319;26,7536;27,3076;26,9836;32,2325;34,3043;36,7022;35,3845;38,6264;39,1481;39,6168;40,599;
Nauru;NRU;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Zealand;NZL;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,3864;55,6326;58,9107;59,6596;59,8898;62,6634;65,3353;66,1517;57,2432;56,2289;55,6723;55,1246;60,9435;59,5938;61,2845;60,0509;60,4243;63,2775;64,015;65,6972;63,4775;63,6193;63,7274;63,6988;
OECD members;OED;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15142,28107;14973,35913;14952,61103;15154,64521;15344,86962;15356,1809;15224,03764;15525,13386;15097,28274;14208,36484;14766,94021;14495,87126;14305,62518;14394,75247;14201,49815;14236,81575;14016,00548;14208,0349;14239,76719;13961,66447;12771,20717;13465,70028;13289,63728;;
Oman;OMN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
